序号,操作人,操作对象,具体操作,操作IP,操作时间
1970,,图库管理,3-1,111.172.246.48,2016/11/30 15:07:50
1969,,图库管理,3,111.172.246.48,2016/11/30 15:07:50
1968,,图库管理,2-1,111.172.246.48,2016/11/30 15:07:05
1967,,图库管理,2,111.172.246.48,2016/11/30 15:07:05
1966,,图库管理,1,111.172.246.48,2016/11/30 15:06:59
1965,NSW,产品中心,新增 产品中心(武汉办公家具电脑椅815),111.172.246.48,2016/11/30 15:05:38
1964,,图库管理,3-4,111.172.246.48,2016/11/30 15:05:12
1963,,图库管理,3-3,111.172.246.48,2016/11/30 15:05:12
1962,,图库管理,3-2,111.172.246.48,2016/11/30 15:05:11
1961,,图库管理,3-1,111.172.246.48,2016/11/30 15:05:11
1960,,图库管理,3,111.172.246.48,2016/11/30 15:05:11
1959,,图库管理,2-1,111.172.246.48,2016/11/30 15:01:58
1958,,图库管理,2,111.172.246.48,2016/11/30 15:01:58
1957,,图库管理,1,111.172.246.48,2016/11/30 15:01:48
1956,NSW,产品中心,新增 产品中心(办公家具网布电脑椅812),111.172.246.48,2016/11/30 15:00:04
1955,,图库管理,3-2,111.172.246.48,2016/11/30 14:59:28
1954,,图库管理,3-1,111.172.246.48,2016/11/30 14:59:28
1953,,图库管理,3,111.172.246.48,2016/11/30 14:59:28
1952,,图库管理,2-1,111.172.246.48,2016/11/30 14:57:58
1951,,图库管理,2,111.172.246.48,2016/11/30 14:57:58
1950,,图库管理,1,111.172.246.48,2016/11/30 14:57:48
1949,NSW,产品中心,新增 产品中心(电脑椅办公家具职员办公椅808),111.172.246.48,2016/11/30 14:56:53
1948,,图库管理,3-3,111.172.246.48,2016/11/30 14:56:28
1947,,图库管理,3-2,111.172.246.48,2016/11/30 14:56:28
1946,,图库管理,3-1,111.172.246.48,2016/11/30 14:56:28
1945,,图库管理,3,111.172.246.48,2016/11/30 14:56:28
1944,,图库管理,3-3,111.172.246.48,2016/11/30 14:55:19
1943,,图库管理,3-2,111.172.246.48,2016/11/30 14:55:19
1942,,图库管理,3-1,111.172.246.48,2016/11/30 14:55:19
1941,,图库管理,3,111.172.246.48,2016/11/30 14:55:19
1940,,图库管理,1,111.172.246.48,2016/11/30 14:54:09
1939,NSW,产品中心,新增 产品中心(武汉办公家具员工办公椅806),111.172.246.48,2016/11/30 14:53:22
1938,,图库管理,3-4,111.172.246.48,2016/11/30 14:52:12
1937,,图库管理,3-3,111.172.246.48,2016/11/30 14:52:12
1936,,图库管理,3-2,111.172.246.48,2016/11/30 14:52:12
1935,,图库管理,3-1,111.172.246.48,2016/11/30 14:52:12
1934,,图库管理,3,111.172.246.48,2016/11/30 14:52:12
1933,,图库管理,2-3,111.172.246.48,2016/11/30 14:50:41
1932,,图库管理,2-2,111.172.246.48,2016/11/30 14:50:40
1931,,图库管理,2-1,111.172.246.48,2016/11/30 14:50:40
1930,,图库管理,2,111.172.246.48,2016/11/30 14:50:40
1929,,图库管理,1,111.172.246.48,2016/11/30 14:50:35
1928,NSW,产品中心,更新 产品中心(ID:109， 办公家具网面电脑椅805),111.172.246.48,2016/11/30 14:50:04
1927,NSW,产品中心,新增 产品中心(办公家具网面电脑椅805),111.172.246.48,2016/11/30 14:48:34
1926,,图库管理,3-3,111.172.246.48,2016/11/30 14:45:37
1925,,图库管理,3-2,111.172.246.48,2016/11/30 14:45:37
1924,,图库管理,3-1,111.172.246.48,2016/11/30 14:45:36
1923,,图库管理,3,111.172.246.48,2016/11/30 14:45:36
1922,,图库管理,2-2,111.172.246.48,2016/11/30 14:45:18
1921,,图库管理,2-1,111.172.246.48,2016/11/30 14:45:18
1920,,图库管理,2,111.172.246.48,2016/11/30 14:45:18
1919,,图库管理,1,111.172.246.48,2016/11/30 14:45:09
1918,NSW,产品中心,新增 产品中心(职员网面办公电脑椅804),111.172.246.48,2016/11/30 14:44:07
1917,,图库管理,3-2,111.172.246.48,2016/11/30 14:38:14
1916,,图库管理,3,111.172.246.48,2016/11/30 14:38:14
1915,,图库管理,2-1,111.172.246.48,2016/11/30 14:37:36
1914,,图库管理,2,111.172.246.48,2016/11/30 14:37:36
1913,,图库管理,1,111.172.246.48,2016/11/30 14:37:29
1912,NSW,产品中心,新增 产品中心(人体工学职员网面转椅子802),111.172.246.48,2016/11/30 14:01:57
1911,,图库管理,3-1,111.172.246.48,2016/11/30 14:01:40
1910,,图库管理,3,111.172.246.48,2016/11/30 14:01:40
1909,,图库管理,2-1,111.172.246.48,2016/11/30 13:59:26
1908,,图库管理,2,111.172.246.48,2016/11/30 13:59:26
1907,,图库管理,1,111.172.246.48,2016/11/30 13:59:19
1906,NSW,产品中心,更新 产品中心(ID:106， 网面职员办公电脑椅801),111.172.246.48,2016/11/30 11:23:44
1905,NSW,产品中心,新增 产品中心(网面职员办公电脑椅801),111.172.246.48,2016/11/30 11:23:36
1904,,图库管理,3-4,111.172.246.48,2016/11/30 11:22:28
1903,,图库管理,3-3,111.172.246.48,2016/11/30 11:22:28
1902,,图库管理,3-2,111.172.246.48,2016/11/30 11:22:28
1901,,图库管理,3-1,111.172.246.48,2016/11/30 11:22:27
1900,,图库管理,3,111.172.246.48,2016/11/30 11:22:27
1899,,图库管理,2-4,111.172.246.48,2016/11/30 11:12:45
1898,,图库管理,2-3,111.172.246.48,2016/11/30 11:12:45
1897,,图库管理,2-2,111.172.246.48,2016/11/30 11:12:45
1896,,图库管理,2-1,111.172.246.48,2016/11/30 11:12:45
1895,,图库管理,2,111.172.246.48,2016/11/30 11:12:45
1894,,图库管理,1,111.172.246.48,2016/11/30 11:12:37
1893,NSW,产品中心,更新 产品中心(ID:105， 办公家具办公电脑椅518),111.172.246.48,2016/11/30 11:01:30
1892,NSW,产品中心,新增 产品中心(办公家具办公电脑椅518),111.172.246.48,2016/11/30 11:01:03
1891,,图库管理,3-1,111.172.246.48,2016/11/30 10:57:33
1890,,图库管理,3,111.172.246.48,2016/11/30 10:57:33
1889,,图库管理,2-1,111.172.246.48,2016/11/30 10:57:02
1888,,图库管理,2,111.172.246.48,2016/11/30 10:57:02
1887,,图库管理,1,111.172.246.48,2016/11/30 10:56:56
1886,NSW,管理员控制面板,登录,111.172.246.48,2016/11/30 10:37:46
1885,NSW,产品分类,更新 产品分类(ID:52， 网面转椅),111.172.246.48,2016/11/30 10:35:42
1884,NSW,管理员控制面板,登录,111.172.246.48,2016/11/30 10:30:44
1883,NSW,管理员控制面板,登录,111.172.246.48,2016/11/29 15:59:36
1882,NSW,产品中心,更新 产品中心(ID:98， 网布经理办公电脑椅518),111.172.246.48,2016/11/29 11:46:47
1881,NSW,产品中心,更新 产品中心(ID:99， 主管经理网布办公电脑椅802-1),111.172.246.48,2016/11/29 11:46:29
1880,NSW,产品中心,更新 产品中心(ID:100， 经理网布电脑转椅子804),111.172.246.48,2016/11/29 11:46:19
1879,NSW,产品中心,更新 产品中心(ID:101， 办公家具经理电脑椅805),111.172.246.48,2016/11/29 11:46:08
1878,NSW,产品中心,更新 产品中心(ID:102， 武汉办公家具电脑椅812),111.172.246.48,2016/11/29 11:45:55
1877,NSW,产品中心,更新 产品中心(ID:103， 金豪人体工学网布电脑办公椅),111.172.246.48,2016/11/29 11:45:43
1876,NSW,产品中心,更新 产品中心(ID:104， 金卓人体工学高档网布办公椅),111.172.246.48,2016/11/29 11:45:31
1875,NSW,产品中心,更新 产品中心(ID:103， 金豪人体工学网布电脑办公椅),111.172.246.48,2016/11/29 11:44:04
1874,NSW,产品中心,更新 产品中心(ID:103， 金豪人体工学网布电脑办公椅),111.172.246.48,2016/11/29 10:20:58
1873,NSW,产品中心,新增 产品中心(金卓人体工学高档网布办公椅),111.172.246.48,2016/11/29 10:20:42
1872,,图库管理,0004848D,111.172.246.48,2016/11/29 10:16:19
1871,,图库管理,0004844D,111.172.246.48,2016/11/29 10:16:18
1870,,图库管理,2-1,111.172.246.48,2016/11/29 10:16:04
1869,,图库管理,2,111.172.246.48,2016/11/29 10:16:04
1868,,图库管理,1,111.172.246.48,2016/11/29 10:15:59
1867,NSW,产品中心,新增 产品中心(金豪人体工学网布电脑办公椅),111.172.246.48,2016/11/29 10:14:17
1866,,图库管理,未命名捕捉0014063 副本,111.172.246.48,2016/11/29 10:13:17
1865,,图库管理,2,111.172.246.48,2016/11/29 10:13:09
1864,,图库管理,1,111.172.246.48,2016/11/29 10:12:57
1863,NSW,产品中心,新增 产品中心(武汉办公家具电脑椅812),111.172.246.48,2016/11/29 10:10:51
1862,,图库管理,812-1,111.172.246.48,2016/11/29 10:09:39
1861,,图库管理,812,111.172.246.48,2016/11/29 10:09:39
1860,,图库管理,3,111.172.246.48,2016/11/29 10:09:39
1859,,图库管理,2-2,111.172.246.48,2016/11/29 10:09:22
1858,,图库管理,2-1,111.172.246.48,2016/11/29 10:09:22
1857,,图库管理,2,111.172.246.48,2016/11/29 10:09:22
1856,,图库管理,1,111.172.246.48,2016/11/29 10:09:15
1855,NSW,产品中心,新增 产品中心(办公家具经理电脑椅805),111.172.246.48,2016/11/29 10:07:46
1854,,图库管理,805-6,111.172.246.48,2016/11/29 10:05:58
1853,,图库管理,805-5,111.172.246.48,2016/11/29 10:05:37
1852,,图库管理,805-4,111.172.246.48,2016/11/29 10:05:36
1851,,图库管理,805-3,111.172.246.48,2016/11/29 10:05:35
1850,,图库管理,2-4,111.172.246.48,2016/11/29 10:05:11
1849,,图库管理,2-3,111.172.246.48,2016/11/29 10:05:11
1848,,图库管理,2-1,111.172.246.48,2016/11/29 10:05:11
1847,,图库管理,2,111.172.246.48,2016/11/29 10:05:10
1846,,图库管理,1,111.172.246.48,2016/11/29 10:05:05
1845,NSW,管理员控制面板,登录,111.172.246.48,2016/11/29 10:03:49
1844,,图库管理,2-4,111.172.246.48,2016/11/28 15:30:54
1843,,图库管理,2-3,111.172.246.48,2016/11/28 15:30:54
1842,,图库管理,2-1,111.172.246.48,2016/11/28 15:30:53
1841,,图库管理,2,111.172.246.48,2016/11/28 15:30:53
1840,,图库管理,1,111.172.246.48,2016/11/28 15:30:08
1839,NSW,产品中心,更新 产品中心(ID:100， 经理网布电脑转椅子804),111.172.246.48,2016/11/28 15:28:47
1838,NSW,产品中心,更新 产品中心(ID:100， 经理网布电脑转椅子518),111.172.246.48,2016/11/28 15:26:09
1837,NSW,产品中心,更新 产品中心(ID:99， 主管经理网布办公电脑椅802-1),111.172.246.48,2016/11/28 15:25:39
1836,NSW,产品中心,更新 产品中心(ID:98， 网布经理办公电脑椅518),111.172.246.48,2016/11/28 15:25:15
1835,NSW,产品中心,更新 产品中心(ID:100， 经理网布电脑转椅子518),111.172.246.48,2016/11/28 15:22:09
1834,NSW,产品中心,更新 产品中心(ID:100， 经理网布电脑转椅子518),111.172.246.48,2016/11/28 15:21:43
1833,NSW,产品中心,新增 产品中心(经理网布电脑转椅子518),111.172.246.48,2016/11/28 15:21:02
1832,,图库管理,804-3,111.172.246.48,2016/11/28 15:20:03
1831,,图库管理,804-1,111.172.246.48,2016/11/28 15:20:03
1830,,图库管理,804,111.172.246.48,2016/11/28 15:20:03
1829,,图库管理,2-2,111.172.246.48,2016/11/28 15:17:58
1828,,图库管理,2-1,111.172.246.48,2016/11/28 15:17:58
1827,,图库管理,2,111.172.246.48,2016/11/28 15:17:58
1826,,图库管理,1,111.172.246.48,2016/11/28 15:17:51
1825,NSW,产品中心,新增 产品中心(主管经理网布办公电脑椅802-1),111.172.246.48,2016/11/28 15:16:58
1824,,图库管理,802-1 - 副本,111.172.246.48,2016/11/28 15:16:43
1823,,图库管理,2,111.172.246.48,2016/11/28 15:14:55
1822,,图库管理,1,111.172.246.48,2016/11/28 15:14:50
1821,NSW,产品中心,新增 产品中心(网布经理办公电脑椅518),111.172.246.48,2016/11/28 15:12:53
1820,,图库管理,518-4,111.172.246.48,2016/11/28 15:12:27
1819,,图库管理,518-2背面,111.172.246.48,2016/11/28 15:12:27
1818,,图库管理,518-2,111.172.246.48,2016/11/28 15:12:27
1817,NSW,标签,新增 标签(电脑椅),111.172.246.48,2016/11/28 15:09:00
1816,,图库管理,2-2,111.172.246.48,2016/11/28 15:08:13
1815,,图库管理,2-1,111.172.246.48,2016/11/28 15:08:12
1814,,图库管理,2,111.172.246.48,2016/11/28 15:08:12
1813,,图库管理,1,111.172.246.48,2016/11/28 15:07:58
1812,NSW,管理员控制面板,登录,111.172.246.48,2016/11/28 13:54:28
1811,NSW,管理员控制面板,登录,220.169.61.58,2016/11/28 11:26:39
1810,NSW,管理员控制面板,登录,111.172.246.48,2016/11/28 10:04:49
1809,NSW,资讯,更新 资讯(ID:50， 新办公室该如何选购办公家具？),111.172.246.48,2016/11/26 10:52:39
1808,NSW,资讯,更新 资讯(ID:50， 新办公室该如何选购办公家具？),111.172.246.48,2016/11/26 10:50:45
1807,NSW,管理员控制面板,登录,111.172.246.48,2016/11/26 10:47:56
1806,NSW,资讯,更新 资讯(ID:50， 选了新地方办公，不知道如何规划办公室，不知道如何选购办公家具？),111.172.246.48,2016/11/26 10:40:02
1805,NSW,资讯,更新 资讯(ID:50， 选了新地方办公，不知道如何规划办公室，不知道如何选购办公家具？),111.172.246.48,2016/11/26 10:37:37
1804,,图库管理,IMG_0305,111.172.246.48,2016/11/26 10:37:32
1803,,图库管理,IMG_0183,111.172.246.48,2016/11/26 10:37:15
1802,,图库管理,IMG_0311,111.172.246.48,2016/11/26 10:37:03
1801,,图库管理,IMG_0302,111.172.246.48,2016/11/26 10:36:43
1800,NSW,资讯,更新 资讯(ID:50， 选了新地方办公，不知道如何规划办公室，不知道如何选购办公家具？),111.172.246.48,2016/11/26 10:32:38
1799,NSW,资讯,新增 资讯(选了新地方办公，不知道如何规划办公室，不知道如何选购办公家具？),111.172.246.48,2016/11/26 10:25:02
1798,,图库管理,3,111.172.246.48,2016/11/26 10:24:23
1797,,图库管理,DSC_5936,111.172.246.48,2016/11/26 10:23:58
1796,,图库管理,2,111.172.246.48,2016/11/26 10:23:31
1795,NSW,管理员控制面板,登录,111.172.246.48,2016/11/26 9:42:27
1794,NSW,管理员控制面板,登录,111.172.246.48,2016/11/25 16:46:21
1793,NSW,友情链接,新增 友情链接(红鑫办公家具),111.172.246.48,2016/11/25 16:11:54
1792,NSW,友情链接,更新 友情链接(ID:4， 中泰办公家具),111.172.246.48,2016/11/25 16:09:34
1791,NSW,产品中心,更新 产品中心(ID:97， 口字型钢架脚四人办公桌PF002),220.169.61.58,2016/11/25 16:03:43
1790,NSW,管理员控制面板,登录,220.169.61.58,2016/11/25 16:03:01
1789,NSW,产品分类,更新 产品分类(ID:78， 职员办公家具),111.172.246.48,2016/11/25 15:57:40
1788,NSW,产品中心,新增 产品中心(口字型钢架脚四人办公桌PF002),111.172.246.48,2016/11/25 15:54:59
1787,,图库管理,PF002 - 副本,111.172.246.48,2016/11/25 15:53:34
1786,,图库管理,2,111.172.246.48,2016/11/25 15:53:26
1785,,图库管理,1,111.172.246.48,2016/11/25 15:53:20
1784,NSW,产品中心,新增 产品中心(蝴蝶钢架脚员工办公桌PF001),111.172.246.48,2016/11/25 15:52:51
1783,,图库管理,TB1jiGeIFXXXXagXVXXXXXXXXXX_!!0-item_pic,111.172.246.48,2016/11/25 15:51:57
1782,,图库管理,2,111.172.246.48,2016/11/25 15:51:25
1781,,图库管理,1,111.172.246.48,2016/11/25 15:51:19
1780,NSW,产品中心,新增 产品中心(时尚办公家具职员办公桌22FKD435),111.172.246.48,2016/11/25 15:50:30
1779,,图库管理,22FKD435 - 副本,111.172.246.48,2016/11/25 15:49:56
1778,,图库管理,2,111.172.246.48,2016/11/25 15:49:19
1777,,图库管理,1,111.172.246.48,2016/11/25 15:49:15
1776,NSW,管理员控制面板,登录,111.172.246.48,2016/11/25 15:46:00
1775,NSW,资讯,更新 资讯(ID:49， 现代办公家具设计风格的四大趋势),111.172.246.48,2016/11/25 12:11:41
1774,NSW,资讯,更新 资讯(ID:49， 现代办公家具设计风格的四大趋势),111.172.246.48,2016/11/25 12:09:19
1773,NSW,资讯,更新 资讯(ID:49， 现代办公家具设计风格的四大趋势),111.172.246.48,2016/11/25 12:04:06
1772,NSW,产品中心,新增 产品中心(钢架脚四人办公桌22FKD420),111.172.246.48,2016/11/25 11:52:11
1771,,图库管理,22FKD420 - 副本,111.172.246.48,2016/11/25 11:51:59
1770,,图库管理,2,111.172.246.48,2016/11/25 11:46:59
1769,,图库管理,1,111.172.246.48,2016/11/25 11:46:55
1768,NSW,图库管理,武汉办公家具,111.172.246.48,2016/11/25 11:46:49
1767,NSW,图库管理,武汉办公家具,111.172.246.48,2016/11/25 11:45:22
1766,NSW,产品中心,新增 产品中心(板式钢架脚职员组合台22FKD412),111.172.246.48,2016/11/25 11:44:39
1765,,图库管理,22FKD412 - 副本,111.172.246.48,2016/11/25 11:43:09
1764,NSW,图库管理,武汉办公家具,111.172.246.48,2016/11/25 11:42:42
1763,NSW,图库管理,武汉办公家具,111.172.246.48,2016/11/25 11:41:04
1762,,图库管理,2,111.172.246.48,2016/11/25 11:40:34
1761,,图库管理,1,111.172.246.48,2016/11/25 11:40:18
1760,NSW,资讯,新增 资讯(现代办公家具设计风格的四大趋势),111.172.246.48,2016/11/25 11:32:05
1759,NSW,产品中心,新增 产品中心(武汉办公桌四人组合工作台22FKD216),111.172.246.48,2016/11/25 11:24:33
1758,,图库管理,22FKD216 - 副本,111.172.246.48,2016/11/25 11:24:17
1757,,图库管理,2,111.172.246.48,2016/11/25 11:23:29
1756,,图库管理,1,111.172.246.48,2016/11/25 11:23:25
1755,NSW,产品中心,新增 产品中心(办公家具钢架脚四人办公桌21F409),111.172.246.48,2016/11/25 11:22:32
1754,,图库管理,21F409.21F410四人组合台 - 副本,111.172.246.48,2016/11/25 11:21:55
1753,,图库管理,2,111.172.246.48,2016/11/25 11:20:50
1752,,图库管理,1,111.172.246.48,2016/11/25 11:20:44
1751,NSW,产品中心,新增 产品中心(钢架脚四人位办公桌21F407),111.172.246.48,2016/11/25 11:17:58
1750,,图库管理,21F407.21F408四人组合台 - 副本,111.172.246.48,2016/11/25 11:17:48
1749,NSW,管理员控制面板,登录,111.172.246.48,2016/11/25 11:17:00
1748,,图库管理,2,111.172.246.48,2016/11/25 11:16:50
1747,,图库管理,1,111.172.246.48,2016/11/25 11:16:47
1746,NSW,产品中心,新增 产品中心(奕风四人位职员办公桌),111.172.246.48,2016/11/25 11:15:29
1745,,图库管理,Dious-奕风系列_页面_14,111.172.246.48,2016/11/25 11:14:48
1744,,图库管理,Dious-奕风系列_页面_13,111.172.246.48,2016/11/25 11:14:48
1743,,图库管理,Dious-奕风系列_页面_12,111.172.246.48,2016/11/25 11:14:48
1742,,图库管理,Dious-奕风系列_页面_11,111.172.246.48,2016/11/25 11:14:48
1741,,图库管理,2-4,111.172.246.48,2016/11/25 11:14:01
1740,,图库管理,2-3,111.172.246.48,2016/11/25 11:13:57
1739,,图库管理,2-1,111.172.246.48,2016/11/25 11:13:52
1738,,图库管理,2,111.172.246.48,2016/11/25 11:13:45
1737,,图库管理,1,111.172.246.48,2016/11/25 11:13:41
1736,NSW,产品中心,新增 产品中心(多功能储物职员办公桌21FOA410),111.172.246.48,2016/11/25 11:11:28
1735,,图库管理,21FOA410 - 副本,111.172.246.48,2016/11/25 11:11:16
1734,,图库管理,2,111.172.246.48,2016/11/25 11:10:16
1733,,图库管理,1,111.172.246.48,2016/11/25 11:10:12
1732,NSW,产品中心,新增 产品中心(板式4人位职员办公桌21FOA404),111.172.246.48,2016/11/25 11:09:19
1731,,图库管理,21FOA404 - 副本,111.172.246.48,2016/11/25 11:09:04
1730,,图库管理,2,111.172.246.48,2016/11/25 11:08:10
1729,,图库管理,1,111.172.246.48,2016/11/25 11:08:06
1728,NSW,产品中心,新增 产品中心(员工4人位组合办公桌21FKD410),111.172.246.48,2016/11/25 11:05:01
1727,,图库管理,21FKD410 - 副本,111.172.246.48,2016/11/25 11:04:46
1726,,图库管理,2,111.172.246.48,2016/11/25 11:03:46
1725,,图库管理,1,111.172.246.48,2016/11/25 11:03:40
1724,NSW,产品中心,新增 产品中心(办公家具4人办公桌21FKD406),111.172.246.48,2016/11/25 11:01:29
1723,,图库管理,21FKD406,111.172.246.48,2016/11/25 11:01:16
1722,,图库管理,2,111.172.246.48,2016/11/25 11:00:25
1721,,图库管理,1,111.172.246.48,2016/11/25 11:00:22
1720,NSW,产品中心,更新 产品中心(ID:84， 简约开放式职员办公桌21FKD403),111.172.246.48,2016/11/25 10:59:29
1719,NSW,产品中心,新增 产品中心(时尚开放式职员办公桌21FKD403),111.172.246.48,2016/11/25 10:59:09
1718,,图库管理,21FKD403,111.172.246.48,2016/11/25 10:58:51
1717,,图库管理,2,111.172.246.48,2016/11/25 10:58:06
1716,,图库管理,1,111.172.246.48,2016/11/25 10:58:01
1715,NSW,产品中心,新增 产品中心(时尚开放式组合工作位21FKD402),111.172.246.48,2016/11/25 10:56:58
1714,,图库管理,21FKD402 - 副本,111.172.246.48,2016/11/25 10:56:47
1713,,图库管理,2,111.172.246.48,2016/11/25 10:55:49
1712,,图库管理,1,111.172.246.48,2016/11/25 10:55:44
1711,NSW,产品中心,更新 产品中心(ID:81， 板式职员四人工作位21FAO0117),111.172.246.48,2016/11/25 10:54:52
1710,NSW,产品中心,新增 产品中心(办公家具职员办公桌21FKD113),111.172.246.48,2016/11/25 10:54:34
1709,,图库管理,21FKD113 - 副本,111.172.246.48,2016/11/25 10:53:47
1708,,图库管理,2,111.172.246.48,2016/11/25 10:53:20
1707,,图库管理,1,111.172.246.48,2016/11/25 10:53:16
1706,NSW,产品中心,新增 产品中心(板式职员四人工作位21FAO0117),111.172.246.48,2016/11/25 10:52:11
1705,,图库管理,21FAO117 - 副本,111.172.246.48,2016/11/25 10:51:58
1704,,图库管理,2,111.172.246.48,2016/11/25 10:50:58
1703,,图库管理,1,111.172.246.48,2016/11/25 10:50:53
1702,NSW,管理员控制面板,登录,111.172.246.48,2016/11/25 9:42:23
1701,NSW,帮助中心,批量删除 帮助中心(IDs:<i>null</i>),220.169.61.58,2016/11/24 17:59:47
1700,NSW,帮助中心,新增 帮助中心(c's),220.169.61.58,2016/11/24 17:57:01
1699,NSW,帮助栏目,更新 帮助栏目(ID:10， 荣誉资质),220.169.61.58,2016/11/24 17:56:44
1698,NSW,帮助栏目,更新 帮助栏目(ID:10， 荣誉资质),220.169.61.58,2016/11/24 17:56:32
1697,NSW,帮助栏目,更新 帮助栏目(ID:8， 关于红鑫),220.169.61.58,2016/11/24 17:56:23
1696,NSW,帮助栏目,更新 帮助栏目(ID:8， 关于红鑫),220.169.61.58,2016/11/24 17:56:12
1695,NSW,帮助栏目,更新 帮助栏目(ID:11， 自营体验馆),220.169.61.58,2016/11/24 17:43:18
1694,NSW,帮助栏目,更新 帮助栏目(ID:11， 自营体验馆),220.169.61.58,2016/11/24 17:41:40
1693,NSW,帮助栏目,更新 帮助栏目(ID:11， 自营体验馆),220.169.61.58,2016/11/24 17:40:54
1692,NSW,帮助中心,更新 帮助中心(ID:38， 武昌体验馆),220.169.61.58,2016/11/24 17:40:02
1691,NSW,帮助中心,更新 帮助中心(ID:40， 工厂体验馆),220.169.61.58,2016/11/24 17:39:16
1690,NSW,帮助中心,更新 帮助中心(ID:39， 和平大道体验馆),220.169.61.58,2016/11/24 17:38:29
1689,NSW,帮助中心,更新 帮助中心(ID:37， 汉口体验馆),220.169.61.58,2016/11/24 17:37:56
1688,NSW,产品中心,更新 产品中心(ID:35， MINI系列员工办公组合台GN65D),111.172.246.48,2016/11/24 17:22:41
1687,NSW,产品中心,更新 产品中心(ID:35， MINI系列员工办公组合台GN65D),111.172.246.48,2016/11/24 17:22:30
1686,NSW,产品分类,更新 产品分类(ID:78， 职员办公家具),111.172.246.48,2016/11/24 17:19:22
1685,NSW,产品中心,新增 产品中心(索菲板式员工办公屏风),111.172.246.48,2016/11/24 17:14:26
1684,,图库管理,Sofie08 - 副本,111.172.246.48,2016/11/24 17:12:13
1683,,图库管理,2,111.172.246.48,2016/11/24 17:11:48
1682,,图库管理,1,111.172.246.48,2016/11/24 17:11:44
1681,NSW,产品中心,新增 产品中心(316款职员办公屏风桌),111.172.246.48,2016/11/24 16:59:25
1680,,图库管理,316款PF-361 - 副本,111.172.246.48,2016/11/24 16:59:11
1679,,图库管理,2,111.172.246.48,2016/11/24 16:58:25
1678,,图库管理,1,111.172.246.48,2016/11/24 16:58:22
1677,NSW,产品中心,新增 产品中心(四人位板式办公屏风81PZB436),111.172.246.48,2016/11/24 16:56:44
1676,,图库管理,81PZB436 - 副本,111.172.246.48,2016/11/24 16:56:23
1675,,图库管理,2,111.172.246.48,2016/11/24 16:54:51
1674,,图库管理,1,111.172.246.48,2016/11/24 16:54:46
1673,NSW,产品中心,新增 产品中心(办公家具四人位办公屏风81PZB435),111.172.246.48,2016/11/24 16:53:25
1672,,图库管理,81PZB435 - 副本,111.172.246.48,2016/11/24 16:53:11
1671,,图库管理,2,111.172.246.48,2016/11/24 16:51:46
1670,,图库管理,1,111.172.246.48,2016/11/24 16:51:38
1669,NSW,产品中心,新增 产品中心(时尚员工办公屏风桌81PZB425),111.172.246.48,2016/11/24 16:48:20
1668,,图库管理,81PZB425 - 副本,111.172.246.48,2016/11/24 16:47:59
1667,,图库管理,2,111.172.246.48,2016/11/24 16:47:14
1666,,图库管理,1,111.172.246.48,2016/11/24 16:47:10
1665,NSW,产品中心,新增 产品中心(时尚板式职员办公屏风桌81PKD415),111.172.246.48,2016/11/24 16:42:31
1664,,图库管理,81PKD415 - 副本,111.172.246.48,2016/11/24 16:42:20
1663,,图库管理,2,111.172.246.48,2016/11/24 16:41:21
1662,,图库管理,1,111.172.246.48,2016/11/24 16:41:17
1661,NSW,产品中心,更新 产品中心(ID:51， 简约板式会议桌21C004),111.172.246.48,2016/11/24 15:04:51
1660,NSW,产品中心,批量删除 产品中心(IDs:<i>null</i>),111.172.246.48,2016/11/24 15:03:40
1659,NSW,产品中心,新增 产品中心(油漆办公家具主管办公桌D809022S),111.172.246.48,2016/11/24 15:02:23
1658,,图库管理,D809022S,111.172.246.48,2016/11/24 15:00:54
1657,,图库管理,2,111.172.246.48,2016/11/24 15:00:10
1656,,图库管理,1,111.172.246.48,2016/11/24 15:00:05
1655,NSW,产品中心,更新 产品中心(ID:72， 实木经理办公班台桌D806620S),111.172.246.48,2016/11/24 14:58:26
1654,NSW,产品中心,更新 产品中心(ID:72， 实木经理办公班台桌D806620S),111.172.246.48,2016/11/24 14:58:11
1653,NSW,产品中心,更新 产品中心(ID:73， 办公家具实木班台桌D806724S),111.172.246.48,2016/11/24 14:55:03
1652,NSW,产品中心,新增 产品中心(办公家具实木班台桌D806724S),111.172.246.48,2016/11/24 14:52:48
1651,,图库管理,D806724S - 副本,111.172.246.48,2016/11/24 14:52:39
1650,,图库管理,2,111.172.246.48,2016/11/24 14:51:54
1649,,图库管理,1,111.172.246.48,2016/11/24 14:51:49
1648,NSW,产品中心,新增 产品中心(实木经理办公班台桌D806620S),111.172.246.48,2016/11/24 14:50:48
1647,,图库管理,D806620S - 副本,111.172.246.48,2016/11/24 14:50:23
1646,,图库管理,2,111.172.246.48,2016/11/24 14:49:19
1645,,图库管理,1,111.172.246.48,2016/11/24 14:49:15
1644,NSW,产品中心,更新 产品中心(ID:70， 油漆实木经理班台桌D803024S),111.172.246.48,2016/11/24 14:48:07
1643,NSW,产品中心,新增 产品中心(油漆实木老板办公班台D803722S),111.172.246.48,2016/11/24 14:46:25
1642,,图库管理,D803722S - 副本,111.172.246.48,2016/11/24 14:45:24
1641,,图库管理,2,111.172.246.48,2016/11/24 14:44:37
1640,,图库管理,1,111.172.246.48,2016/11/24 14:44:28
