序号,操作人,操作对象,具体操作,操作IP,操作时间
1639,NSW,产品中心,新增 产品中心(油漆实木经理班台桌D803024S),111.172.246.48,2016/11/24 14:32:14
1638,,图库管理,D803024S,111.172.246.48,2016/11/24 14:30:59
1637,,图库管理,2,111.172.246.48,2016/11/24 14:20:42
1636,,图库管理,1,111.172.246.48,2016/11/24 14:20:03
1635,NSW,管理员控制面板,登录,111.172.246.48,2016/11/24 14:18:26
1634,NSW,产品中心,更新 产品中心(ID:69， 油漆实木办公家具班台桌D802624S),111.172.246.48,2016/11/24 10:22:31
1633,NSW,产品中心,更新 产品中心(ID:69， 油漆实木办公家具班台桌D802624S),111.172.246.48,2016/11/24 10:21:56
1632,NSW,产品中心,更新 产品中心(ID:69， 油漆实木办公家具班台桌D802624S),111.172.246.48,2016/11/24 10:20:55
1631,NSW,产品中心,新增 产品中心(油漆实木办公家具班台桌D802624S),111.172.246.48,2016/11/24 10:14:25
1630,,图库管理,D802624S - 副本,111.172.246.48,2016/11/24 10:14:01
1629,,图库管理,2,111.172.246.48,2016/11/24 10:10:35
1628,,图库管理,1,111.172.246.48,2016/11/24 10:10:31
1627,NSW,产品中心,更新 产品中心(ID:68， 实木经理办公桌D815118S),111.172.246.48,2016/11/24 10:08:34
1626,NSW,产品中心,更新 产品中心(ID:68， 实木经理办公桌D815118S),111.172.246.48,2016/11/24 10:07:50
1625,NSW,产品中心,更新 产品中心(ID:68， 实木经理办公桌D815118S),111.172.246.48,2016/11/24 10:07:16
1624,NSW,帮助中心,更新 帮助中心(ID:24， 定制服务),220.169.61.58,2016/11/24 10:06:48
1623,NSW,产品中心,新增 产品中心(实木经理办公桌D815118S),111.172.246.48,2016/11/24 10:06:18
1622,NSW,图库管理,未标题-1,220.169.61.58,2016/11/24 10:06:07
1621,NSW,管理员控制面板,登录,220.169.61.58,2016/11/24 10:05:09
1620,,图库管理,D815118S - 副本,111.172.246.48,2016/11/24 10:01:31
1619,,图库管理,2,111.172.246.48,2016/11/24 10:01:22
1618,,图库管理,1,111.172.246.48,2016/11/24 10:01:16
1617,NSW,管理员控制面板,登录,111.172.246.48,2016/11/24 9:26:36
1616,NSW,产品中心,新增 产品中心(纵横主管办公班台桌),111.172.246.48,2016/11/23 17:20:30
1615,,图库管理,3,111.172.246.48,2016/11/23 17:19:47
1614,,图库管理,2,111.172.246.48,2016/11/23 17:19:17
1613,,图库管理,1,111.172.246.48,2016/11/23 17:19:12
1612,,图库管理,1,111.172.246.48,2016/11/23 17:18:48
1611,NSW,产品中心,新增 产品中心(逸朗现代板式主管办公桌),111.172.246.48,2016/11/23 17:17:50
1610,,图库管理,3,111.172.246.48,2016/11/23 17:17:35
1609,,图库管理,2,111.172.246.48,2016/11/23 17:16:52
1608,,图库管理,1,111.172.246.48,2016/11/23 17:16:48
1607,NSW,产品中心,更新 产品中心(ID:65， 奕风现代板式老板办公桌D0518),111.172.246.48,2016/11/23 17:15:44
1606,,图库管理,奕风D0518 - 副本,111.172.246.48,2016/11/23 17:15:20
1605,NSW,产品中心,新增 产品中心(奕风现代板式老板办公桌D0518),111.172.246.48,2016/11/23 17:14:51
1604,,图库管理,2,111.172.246.48,2016/11/23 17:14:14
1603,,图库管理,1,111.172.246.48,2016/11/23 17:14:09
1602,NSW,产品中心,新增 产品中心(板式主管办公班台D808),111.172.246.48,2016/11/23 16:43:54
1601,,图库管理,帷勋D808,111.172.246.48,2016/11/23 16:43:36
1600,,图库管理,2,111.172.246.48,2016/11/23 16:43:01
1599,,图库管理,1,111.172.246.48,2016/11/23 16:42:56
1598,NSW,产品中心,新增 产品中心(板式经理办公桌D803),111.172.246.48,2016/11/23 16:41:51
1597,,图库管理,帷勋D803,111.172.246.48,2016/11/23 16:41:35
1596,,图库管理,2,111.172.246.48,2016/11/23 16:41:04
1595,,图库管理,1,111.172.246.48,2016/11/23 16:41:00
1594,NSW,管理员控制面板,登录,111.172.246.48,2016/11/23 16:23:21
1593,NSW,管理员控制面板,登录,111.172.246.48,2016/11/23 14:00:38
1592,NSW,管理员控制面板,登录,111.172.246.48,2016/11/23 13:53:47
1591,NSW,产品中心,新增 产品中心(时尚板式主管办公桌HX1600),111.172.246.48,2016/11/23 11:54:04
1590,,图库管理,HX-1600,111.172.246.48,2016/11/23 11:53:48
1589,,图库管理,2,111.172.246.48,2016/11/23 11:53:05
1588,,图库管理,1,111.172.246.48,2016/11/23 11:53:01
1587,NSW,产品中心,新增 产品中心(菲尔德时尚板式经理办公桌),111.172.246.48,2016/11/23 11:48:40
1586,,图库管理,3,111.172.246.48,2016/11/23 11:47:40
1585,,图库管理,2,111.172.246.48,2016/11/23 11:47:20
1584,,图库管理,1,111.172.246.48,2016/11/23 11:47:16
1583,NSW,产品中心,新增 产品中心(简约板式经理办公桌HX1600),111.172.246.48,2016/11/23 11:35:03
1582,,图库管理,HX-1600,111.172.246.48,2016/11/23 11:34:44
1581,,图库管理,2,111.172.246.48,2016/11/23 11:33:49
1580,,图库管理,1,111.172.246.48,2016/11/23 11:33:45
1579,NSW,产品中心,新增 产品中心(菲尔德时尚主管班台桌D0120),111.172.246.48,2016/11/23 11:21:46
1578,,图库管理,菲尔德班台D0120,111.172.246.48,2016/11/23 11:21:29
1577,,图库管理,2,111.172.246.48,2016/11/23 11:20:52
1576,,图库管理,1,111.172.246.48,2016/11/23 11:20:47
1575,NSW,产品中心,新增 产品中心(时尚板式经理班台23M010),111.172.246.48,2016/11/23 11:18:36
1574,,图库管理,23M010,111.172.246.48,2016/11/23 11:18:23
1573,,图库管理,2,111.172.246.48,2016/11/23 11:16:50
1572,,图库管理,1,111.172.246.48,2016/11/23 11:16:45
1571,NSW,产品中心,新增 产品中心(时尚板式主管办公桌22MKD011),111.172.246.48,2016/11/23 11:13:35
1570,,图库管理,22MKD011班台,111.172.246.48,2016/11/23 11:12:40
1569,,图库管理,2,111.172.246.48,2016/11/23 11:12:34
1568,,图库管理,1,111.172.246.48,2016/11/23 11:12:29
1567,NSW,产品中心,新增 产品中心(简约板式经理班台21MKD033),111.172.246.48,2016/11/23 11:10:25
1566,,图库管理,21MKD033,111.172.246.48,2016/11/23 11:10:05
1565,,图库管理,2,111.172.246.48,2016/11/23 11:09:14
1564,,图库管理,1,111.172.246.48,2016/11/23 11:09:08
1563,NSW,管理员控制面板,登录,111.172.246.48,2016/11/23 9:39:29
1562,NSW,详细设置,更新,220.169.61.58,2016/11/22 17:32:41
1561,NSW,管理员控制面板,登录,220.169.61.58,2016/11/22 17:10:53
1560,NSW,产品分类,更新 产品分类(ID:80， 会议培训家具),111.172.246.48,2016/11/22 16:09:38
1559,NSW,产品中心,新增 产品中心(奕风时尚板式会议桌),111.172.246.48,2016/11/22 16:09:01
1558,,图库管理,Dious-奕风系列_页面_09,111.172.246.48,2016/11/22 16:08:41
1557,,图库管理,Dious-奕风系列_页面_08,111.172.246.48,2016/11/22 16:08:41
1556,,图库管理,2,111.172.246.48,2016/11/22 16:08:11
1555,,图库管理,1,111.172.246.48,2016/11/22 16:08:05
1554,NSW,产品中心,新增 产品中心(菲尔德钢架脚会议桌),111.172.246.48,2016/11/22 16:07:03
1553,,图库管理,Dious-菲尔德系列_页面_09,111.172.246.48,2016/11/22 16:06:19
1552,,图库管理,2,111.172.246.48,2016/11/22 16:05:10
1551,,图库管理,1,111.172.246.48,2016/11/22 16:05:05
1550,NSW,管理员控制面板,登录,111.172.246.48,2016/11/22 15:59:55
1549,NSW,产品中心,新增 产品中心(时尚板式会议桌),111.172.246.48,2016/11/22 15:12:28
1548,,图库管理,巴乔会议桌,111.172.246.48,2016/11/22 15:12:03
1547,,图库管理,2,111.172.246.48,2016/11/22 14:59:47
1546,,图库管理,1,111.172.246.48,2016/11/22 14:59:43
1545,NSW,产品中心,新增 产品中心(钢架脚板式会议桌),111.172.246.48,2016/11/22 14:57:14
1544,,图库管理,JM-H1,111.172.246.48,2016/11/22 14:54:38
1543,,图库管理,2,111.172.246.48,2016/11/22 14:52:40
1542,,图库管理,1,111.172.246.48,2016/11/22 14:52:35
1541,NSW,产品中心,新增 产品中心(简约板式会议桌21C004),111.172.246.48,2016/11/22 14:48:52
1540,,图库管理,21C004会议台,111.172.246.48,2016/11/22 14:48:42
1539,,图库管理,2,111.172.246.48,2016/11/22 14:47:45
1538,,图库管理,1,111.172.246.48,2016/11/22 14:47:39
1537,NSW,产品中心,新增 产品中心(洛克实木会议桌),111.172.246.48,2016/11/22 13:54:37
1536,,图库管理,洛克会议桌 - 副本,111.172.246.48,2016/11/22 13:54:25
1535,,图库管理,2,111.172.246.48,2016/11/22 13:53:05
1534,,图库管理,1,111.172.246.48,2016/11/22 13:53:01
1533,NSW,管理员控制面板,登录,111.172.246.48,2016/11/22 13:49:24
1532,NSW,产品中心,新增 产品中心(凌志实木会议桌),111.172.246.48,2016/11/22 11:48:55
1531,,图库管理,凌志会议桌 - 副本,111.172.246.48,2016/11/22 11:48:45
1530,,图库管理,2,111.172.246.48,2016/11/22 11:48:02
1529,,图库管理,1,111.172.246.48,2016/11/22 11:47:57
1528,NSW,产品中心,新增 产品中心(古驰实木会议桌),111.172.246.48,2016/11/22 11:30:48
1527,,图库管理,古驰会议桌 - 副本,111.172.246.48,2016/11/22 11:30:36
1526,,图库管理,2,111.172.246.48,2016/11/22 11:30:02
1525,,图库管理,1,111.172.246.48,2016/11/22 11:29:57
1524,NSW,产品中心,新增 产品中心(实木多功能会议桌PT1T156),111.172.246.48,2016/11/22 10:57:00
1523,,图库管理,4,111.172.246.48,2016/11/22 10:56:42
1522,,图库管理,3,111.172.246.48,2016/11/22 10:56:42
1521,,图库管理,2,111.172.246.48,2016/11/22 10:55:48
1520,,图库管理,1,111.172.246.48,2016/11/22 10:33:39
1519,NSW,管理员控制面板,登录,111.172.246.48,2016/11/22 9:46:39
1518,NSW,产品分类,更新 产品分类(ID:79， 公共办公家具),111.172.255.192,2016/11/21 16:42:48
1517,NSW,产品中心,新增 产品中心(时尚布艺洽谈沙发JL108),111.172.255.192,2016/11/21 16:42:25
1516,,图库管理,JL108 - 副本,111.172.255.192,2016/11/21 16:42:15
1515,,图库管理,2,111.172.255.192,2016/11/21 16:41:50
1514,,图库管理,1,111.172.255.192,2016/11/21 16:41:46
1513,NSW,产品分类,更新 产品分类(ID:79， 公共办公家具),111.172.255.192,2016/11/21 16:39:45
1512,NSW,产品分类,更新 产品分类(ID:79， 公共办公家具),111.172.255.192,2016/11/21 16:38:50
1511,NSW,产品中心,新增 产品中心(简约布艺办公沙发JL119),111.172.255.192,2016/11/21 16:38:19
1510,,图库管理,JL119 - 副本,111.172.255.192,2016/11/21 16:38:10
1509,,图库管理,2,111.172.255.192,2016/11/21 16:37:53
1508,,图库管理,1,111.172.255.192,2016/11/21 16:37:43
1507,NSW,产品中心,新增 产品中心(时尚布艺办公沙发A539),111.172.255.192,2016/11/21 16:34:44
1506,,图库管理,A539 - 副本,111.172.255.192,2016/11/21 16:34:19
1505,,图库管理,2,111.172.255.192,2016/11/21 16:33:43
1504,,图库管理,1,111.172.255.192,2016/11/21 16:33:38
1503,NSW,产品中心,更新 产品中心(ID:43， 简约商务办公沙发JL809),111.172.255.192,2016/11/21 16:31:02
1502,NSW,产品中心,新增 产品中心(简约商务办公沙发JL809),111.172.255.192,2016/11/21 16:30:44
1501,,图库管理,JL809 - 副本,111.172.255.192,2016/11/21 16:30:21
1500,,图库管理,2,111.172.255.192,2016/11/21 16:29:42
1499,,图库管理,1,111.172.255.192,2016/11/21 16:29:38
1498,NSW,产品中心,新增 产品中心(时尚商务办公沙发A593),111.172.255.192,2016/11/21 16:25:15
1497,,图库管理,A593 - 副本,111.172.255.192,2016/11/21 16:25:13
1496,,图库管理,2,111.172.255.192,2016/11/21 16:24:51
1495,,图库管理,1,111.172.255.192,2016/11/21 16:24:32
1494,NSW,产品中心,新增 产品中心(简约大气办公沙发A580),111.172.255.192,2016/11/21 16:22:37
1493,,图库管理,A580 - 副本,111.172.255.192,2016/11/21 16:22:20
1492,,图库管理,2,111.172.255.192,2016/11/21 16:21:55
1491,,图库管理,1,111.172.255.192,2016/11/21 16:21:51
1490,NSW,产品中心,更新 产品中心(ID:40， 简约休闲办公沙发A497),111.172.255.192,2016/11/21 16:19:40
1489,NSW,产品中心,新增 产品中心(简约休闲办公沙发A497),111.172.255.192,2016/11/21 16:19:25
1488,,图库管理,A497 - 副本,111.172.255.192,2016/11/21 16:19:24
1487,,图库管理,2,111.172.255.192,2016/11/21 16:18:59
1486,,图库管理,1,111.172.255.192,2016/11/21 16:18:45
1485,NSW,产品中心,新增 产品中心(休闲商务办公沙发JL117),111.172.255.192,2016/11/21 16:14:44
1484,,图库管理,JL117 副本,111.172.255.192,2016/11/21 16:14:25
1483,,图库管理,2,111.172.255.192,2016/11/21 16:03:23
1482,,图库管理,1,111.172.255.192,2016/11/21 16:03:19
1481,,图库管理,2,111.172.255.192,2016/11/21 16:03:14
1480,NSW,产品中心,新增 产品中心(时尚简约布艺办公沙发A539B),111.172.255.192,2016/11/21 15:57:25
1479,,图库管理,A539B,111.172.255.192,2016/11/21 15:57:16
1478,,图库管理,2,111.172.255.192,2016/11/21 15:56:46
1477,,图库管理,1,111.172.255.192,2016/11/21 15:56:37
1476,,图库管理,1,111.172.255.192,2016/11/21 15:54:01
1475,NSW,产品分类,更新 产品分类(ID:78， 职员办公家具),111.172.255.192,2016/11/21 15:49:08
1474,NSW,产品中心,新增 产品中心(菲德尔4人位办公桌),111.172.255.192,2016/11/21 15:47:47
1473,,图库管理,Dious-菲尔德系列_页面_14,111.172.255.192,2016/11/21 15:46:46
1472,,图库管理,2,111.172.255.192,2016/11/21 15:46:33
1471,NSW,标签,新增 标签(职员办公桌),111.172.255.192,2016/11/21 15:45:43
1470,NSW,标签,新增 标签(组合工作位),111.172.255.192,2016/11/21 15:45:14
1469,,图库管理,1,111.172.255.192,2016/11/21 15:44:33
1468,NSW,产品中心,更新 产品中心(ID:36， 菲尔德职员六人位办公桌),111.172.255.192,2016/11/21 15:41:17
1467,NSW,管理员控制面板,登录,111.172.255.192,2016/11/21 15:29:23
1466,NSW,管理员控制面板,登录,111.172.255.192,2016/11/21 14:25:41
1465,NSW,产品中心,新增 产品中心(菲尔德职员六人位办公桌),111.172.255.192,2016/11/21 11:01:04
1464,,图库管理,Dious-菲尔德系列_页面_13,111.172.255.192,2016/11/21 10:58:32
1463,,图库管理,2,111.172.255.192,2016/11/21 10:57:09
1462,,图库管理,1,111.172.255.192,2016/11/21 10:53:44
1461,NSW,产品中心,更新 产品中心(ID:35， MINI系列员工办公组合台GN65D),111.172.255.192,2016/11/21 10:43:18
1460,NSW,产品中心,新增 产品中心(MINI系列员工办公组合台GN65D),111.172.255.192,2016/11/21 10:42:31
1459,,图库管理,员工位GN66C,111.172.255.192,2016/11/21 10:41:56
1458,,图库管理,员工位GN66B-2,111.172.255.192,2016/11/21 10:41:45
1457,,图库管理,员工位GN67D-1,111.172.255.192,2016/11/21 10:41:35
1456,,图库管理,MINI系列,111.172.255.192,2016/11/21 10:41:27
1455,,图库管理,2-1,111.172.255.192,2016/11/21 10:40:11
1454,,图库管理,2,111.172.255.192,2016/11/21 10:40:11
1453,,图库管理,1,111.172.255.192,2016/11/21 10:40:01
1452,NSW,产品中心,更新 产品中心(ID:33， I系列职员四人位办公桌GI67A),111.172.255.192,2016/11/21 10:34:28
1451,NSW,产品中心,新增 产品中心(Smart系列员工办公卡座GT65C),111.172.255.192,2016/11/21 10:33:50
1450,,图库管理,员工位GT67B-6,111.172.255.192,2016/11/21 10:33:04
1449,,图库管理,员工位GT67B-5,111.172.255.192,2016/11/21 10:33:04
1448,,图库管理,员工位GT65C-1,111.172.255.192,2016/11/21 10:33:03
1447,,图库管理,Smart系列,111.172.255.192,2016/11/21 10:32:56
1446,,图库管理,2,111.172.255.192,2016/11/21 10:31:13
1445,,图库管理,1,111.172.255.192,2016/11/21 10:29:42
1444,NSW,产品中心,更新 产品中心(ID:33， I系列职员四人位办公桌GT67C),111.172.255.192,2016/11/21 10:24:13
1443,,图库管理,2,111.172.255.192,2016/11/21 10:23:54
1442,NSW,产品中心,新增 产品中心(I系列职员四人位办公桌GT67C),111.172.255.192,2016/11/21 10:23:23
1441,,图库管理,员工位GI67A走线,111.172.255.192,2016/11/21 10:22:58
1440,,图库管理,员工位GI62A-3,111.172.255.192,2016/11/21 10:22:32
1439,,图库管理,I系列,111.172.255.192,2016/11/21 10:22:02
1438,NSW,标签,新增 标签(办公家具),111.172.255.192,2016/11/21 10:17:26
1437,NSW,标签,新增 标签(武汉办公家具),111.172.255.192,2016/11/21 10:16:44
1436,,图库管理,1,111.172.255.192,2016/11/21 10:14:40
1435,NSW,管理员控制面板,登录,111.172.255.192,2016/11/21 10:00:24
1434,NSW,管理员控制面板,登录,111.172.255.192,2016/11/21 9:51:47
1433,NSW,产品分类,更新 产品分类(ID:78， 职员办公家具),111.172.255.192,2016/11/19 17:06:08
1432,NSW,产品分类,更新 产品分类(ID:77， 高管办公家具),111.172.255.192,2016/11/19 17:05:24
1431,NSW,产品分类,更新 产品分类(ID:77， 高管办公家具),111.172.255.192,2016/11/19 17:04:57
1430,NSW,产品分类,更新 产品分类(ID:77， 高管办公家具),111.172.255.192,2016/11/19 17:04:45
1429,NSW,产品分类,更新 产品分类(ID:77， 高管办公家具),111.172.255.192,2016/11/19 17:04:31
1428,NSW,产品分类,更新 产品分类(ID:77， 高管办公家具),111.172.255.192,2016/11/19 17:03:50
1427,NSW,产品分类,更新 产品分类(ID:77， 高管办公家具),111.172.255.192,2016/11/19 17:03:20
1426,NSW,产品分类,更新 产品分类(ID:77， 高管办公家具),111.172.255.192,2016/11/19 16:59:27
1425,NSW,产品分类,更新 产品分类(ID:77， 高管办公家具),111.172.255.192,2016/11/19 16:57:21
1424,NSW,产品中心,更新 产品中心(ID:32， 凌志实木老板办公桌WLZ88),111.172.255.192,2016/11/19 16:56:47
1423,NSW,产品中心,新增 产品中心(凌志实木老板办公桌WLZ88),111.172.255.192,2016/11/19 16:56:40
1422,,图库管理,凌志WLZ88班台,111.172.255.192,2016/11/19 16:55:26
1421,,图库管理,2,111.172.255.192,2016/11/19 16:54:23
1420,,图库管理,1,111.172.255.192,2016/11/19 16:54:16
1419,NSW,产品中心,新增 产品中心(领航实木总裁大班台WLH88),111.172.255.192,2016/11/19 16:51:24
1418,,图库管理,领航WLH88班台,111.172.255.192,2016/11/19 16:50:55
1417,,图库管理,2,111.172.255.192,2016/11/19 16:46:52
1416,,图库管理,1,111.172.255.192,2016/11/19 16:46:47
1415,NSW,产品中心,更新 产品中心(ID:30， 板式职员办公屏风43P403),111.172.255.192,2016/11/19 16:16:45
1414,NSW,产品中心,新增 产品中心(板式职员办公屏风43P403),111.172.255.192,2016/11/19 16:16:27
1413,,图库管理,43P403四人组合台,111.172.255.192,2016/11/19 16:16:25
1412,,图库管理,2,111.172.255.192,2016/11/19 16:15:23
1411,,图库管理,1,111.172.255.192,2016/11/19 16:15:15
1410,,图库管理,2,111.172.255.192,2016/11/19 16:14:47
1409,,图库管理,1,111.172.255.192,2016/11/19 16:14:42
1408,NSW,产品中心,新增 产品中心(简约职员办公屏风82POA418),111.172.255.192,2016/11/19 15:54:13
1407,,图库管理,82POA418,111.172.255.192,2016/11/19 15:54:00
1406,,图库管理,2,111.172.255.192,2016/11/19 15:53:26
1405,,图库管理,1,111.172.255.192,2016/11/19 15:52:57
1404,NSW,管理员控制面板,登录,111.172.255.192,2016/11/19 15:51:02
1403,NSW,管理员控制面板,登录,111.172.255.192,2016/11/19 15:14:53
1402,NSW,产品中心,更新 产品中心(ID:26， 简约时尚板式大班台D801),111.172.255.192,2016/11/19 11:27:42
1401,NSW,产品中心,更新 产品中心(ID:27， 新发现板式老板大班台GXF88),111.172.255.192,2016/11/19 11:27:17
1400,NSW,产品中心,更新 产品中心(ID:28， 板式老板大班台21MOA021),111.172.255.192,2016/11/19 11:26:20
1399,NSW,管理员控制面板,登录,111.172.255.192,2016/11/19 11:25:47
1398,NSW,产品中心,更新 产品中心(ID:19， 普通经济型高隔断GG04),111.172.255.192,2016/11/19 11:24:47
1397,NSW,批量转移tbproduct分类,更新 批量转移tbproduct分类(ID:71， 19),111.172.255.192,2016/11/19 11:23:40
1396,NSW,批量转移tbproduct分类,更新 批量转移tbproduct分类(ID:22， 28，27),111.172.255.192,2016/11/19 11:23:03
1395,NSW,产品中心,新增 产品中心(板式老板大班台21MOA021),111.172.255.192,2016/11/19 11:21:09
